id,created_at,classification_label,full_text
899666770469937153,Mon Aug 21 16:17:27 +0000 2017,0,"#totalsolareclipse @ Seattle, Washington https://t.co/VMQzYbRq13"
899666793807179779,Mon Aug 21 16:17:33 +0000 2017,1,RT @jakeandamir: Any glasses are eclipse glasses if you're a BALLER!!! #totalsolareclipse #TrumpResign #gameofthrones #gameofthronesleak #g…
899667183382298624,Mon Aug 21 16:19:06 +0000 2017,1,"Black hole sun, won't you come, won't you come.... 🌑 #totalsolareclipse #blackholesun https://t.co/N8QK6QSRbv"
899667355478917121,Mon Aug 21 16:19:47 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899667632135294976,Mon Aug 21 16:20:53 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899667962856189953,Mon Aug 21 16:22:12 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899668509206220801,Mon Aug 21 16:24:22 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899669232648163329,Mon Aug 21 16:27:14 +0000 2017,1,"It's starting. #totalsolareclipse @ Rexburg, Idaho https://t.co/4NEX6DhRHw"
899670762034003968,Mon Aug 21 16:33:19 +0000 2017,1,The #eclipse is here! Will it reinvigorate national interest in #science and #nature? #TotalSolarEclipse https://t.co/mbsYYnscYr
899671365594226689,Mon Aug 21 16:35:43 +0000 2017,1,RT @ABC7: Here’s how to look for the shadow of the #totalsolareclipse (via @Accuweather) https://t.co/dErzxmXKsl #SolarEclipse2017 https://…
899671473337516032,Mon Aug 21 16:36:08 +0000 2017,1,RT @ReadyHarris: TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https:/…
910241617457451008,Tue Sep 19 20:38:07 +0000 2017,0,September Fury #TotalSolarEclipse #CentralAmerica #MexicoCityEarthquake - 2 #Earthquake in a week #HurricaneMaria - 4 #Hurricanes in a month
910267831484391424,Tue Sep 19 22:22:17 +0000 2017,1,RT @padcaster: SNEAK PEAK AT PADCASTER VERSE! Check out this video of the #TotalSolarEclipse shot in totality on Padcaster VERSE! https://t…
911814342936494080,Sun Sep 24 04:47:34 +0000 2017,0,"#Throwback to the last #TotalSolarEclipse of the 20th century 38 years ago (February 26, 1979) when I was 5 years... https://t.co/rICS0i1mp0"
913426766412288000,Thu Sep 28 15:34:46 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913455183614676994,Thu Sep 28 17:27:41 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913598085682561025,Fri Sep 29 02:55:32 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
916163085118746624,Fri Oct 06 04:47:55 +0000 2017,0,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…
916221485748051969,Fri Oct 06 08:39:59 +0000 2017,0,RT @lmariepersaud: Check me out in the #August  issue of #STEM magazine in Celebration of the #TotalSolarEclipse via @stemmagazine   #Art #…
916367969130831873,Fri Oct 06 18:22:03 +0000 2017,0,RT @AstroCamp: Pictured here is a detailed image of the Sun's corona taken during the 2008 #totalsolareclipse. #AstroCamp Credit: https://t…
899661355912896513,Mon Aug 21 15:55:56 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899661424280076288,Mon Aug 21 15:56:13 +0000 2017,1,@UWWaukesha is in the news! Wisconsinites hit the road for #totalsolareclipse https://t.co/69NVQ2qNUq
899661429548208128,Mon Aug 21 15:56:14 +0000 2017,1,I'm ready for #TotalSolarEclipse — feeling excited
899661464461602821,Mon Aug 21 15:56:22 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899661505720758272,Mon Aug 21 15:56:32 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899662792134991873,Mon Aug 21 16:01:39 +0000 2017,0,RT @SailorMoonOfici: #Eclipse #totalsolareclipse #Nehelenia #beware https://t.co/f88aGeGaMi
899662911806767106,Mon Aug 21 16:02:07 +0000 2017,1,Seriously geeking out over the #totalsolareclipse... 🌔🌓🌒🌑🌘🌗
899664384431149059,Mon Aug 21 16:07:58 +0000 2017,1,Got my glasses for this #TotalSolarEclipse .. In the perfect spot ..#EclipseInMissouri 😎🌕🌖🌗🌘🌑🌒🌓🌔☀️ #SolarEclipse https://t.co/C0OjeIftUX
899664408984596480,Mon Aug 21 16:08:04 +0000 2017,0,"#EclipseFacts: Eclipse, a famous race horse, was born during a #totalsolareclipse in 1764. Several Derby winners can be traced his pedigree."
899664589394137089,Mon Aug 21 16:08:47 +0000 2017,0,"while Nation Witnesses a #TotalSolarEclipse, #Truckers can Avail a #FLAT10%OFF on their  #Form2290 which is #DueNOW, https://t.co/prkYXFiIeT"
899665015996809216,Mon Aug 21 16:10:29 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899665489126928384,Mon Aug 21 16:12:22 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899665739430461440,Mon Aug 21 16:13:21 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899665883311689729,Mon Aug 21 16:13:56 +0000 2017,1,"RT @Rosco_Labs: In honor of today's #TotalSolarEclipse, the Rosco Color of the Week is #R325 Henna Sky - the corona color of #SolarEclipse2…"
899665900164464641,Mon Aug 21 16:14:00 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899666173532528641,Mon Aug 21 16:15:05 +0000 2017,1,RT @SCEMD: Remember DON'T take pictures while driving a vehicle #SolarEclipse2017 #totalsolareclipse #Eclipse2017 @TrooperBob_SCHP
899666444719452162,Mon Aug 21 16:16:10 +0000 2017,0,#TOTALsolarECLIPSE  with Celia Fenn - write down all you want to release and all you want to create. DREAM BIG https://t.co/QVMQXVqyTs.
899667058539057152,Mon Aug 21 16:18:36 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899667556801314816,Mon Aug 21 16:20:35 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899667999334051845,Mon Aug 21 16:22:20 +0000 2017,1,"For all the doomsday ppl, what if the eclipse DOESNT happen today? Think about that. #totalsolareclipse"
899669400093048833,Mon Aug 21 16:27:54 +0000 2017,1,RT @JHubb93: Happy #TotalSolarEclipse day! #Eclipse2017 https://t.co/xlv1F0lzo6
899669987568357376,Mon Aug 21 16:30:14 +0000 2017,1,Ha every time they say #Totality take a drink it will make watching the #totalsolareclipse even more FUN! 😜🍺🍷🍸🍹🍾🌕🌖🌗🌘🌑🌒🌓🌔🌕
899670084184145921,Mon Aug 21 16:30:37 +0000 2017,1,"RT @DeptofDefense: A #totalsolareclipse is happening today. It'll be a sight to behold, but don’t look directly at it! 😎 https://t.co/nLqo4…"
899670400027828225,Mon Aug 21 16:31:53 +0000 2017,1,RT @jakeandamir: Any glasses are eclipse glasses if you're a BALLER!!! #totalsolareclipse #TrumpResign #gameofthrones #gameofthronesleak #g…
899670473327489024,Mon Aug 21 16:32:10 +0000 2017,1,Ready for the #totalsolareclipse #Eclipse2017? Get more facts on it BBC weather's Ben Rich #FacebookLive: https://t.co/kxHweJ3uwc  NP https://t.co/pa0ne7BAmZ
899670505569038336,Mon Aug 21 16:32:18 +0000 2017,1,RT @goodnet_org: #NASA's #Braille Book Lets the #Blind See a #TotalSolarEclipse: Click https://t.co/mvUrlOISxR #SolarEclipse #Science #Disa…
899670602902118400,Mon Aug 21 16:32:41 +0000 2017,0,"RT @clwillnc: 💡#SpotlightSong:  Total Eclipse of the Heart, by Bonnie Tyler  #TotalSolarEclipse #TotalSolarEclipse2017  🌕🌖🌗🌘🌑   https://t.c…"
899670628118220800,Mon Aug 21 16:32:47 +0000 2017,1,.NASA sends 2 aircraft to follow path of #totalsolareclipse AmericaNewsroom https://t.co/ZbFf9EcEKW foxnewsvideo  .NASA sends 2 aircraft t…
899670875947053056,Mon Aug 21 16:33:46 +0000 2017,1,RT @DylanLysen: About 500 Manhattan folk who made the trip to Highland for the total solar eclipse. #totalsolareclipse 🌎🌓🌞 https://t.co/ubW…
899671377053200385,Mon Aug 21 16:35:46 +0000 2017,0,RT @PLVerratti: https://t.co/Lyvtv6iywL  #totalsolareclipse   #Catholic
912271483954716672,Mon Sep 25 11:04:05 +0000 2017,0,RT @marieannbailey: Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/UAZbamLkgE https://t.co/ElVjVirX…
913403956616990721,Thu Sep 28 14:04:08 +0000 2017,1,"NASA: ""RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather… https://t.co/ZHU1Aec5Vf"" https://t.co/oe3rdaC44M"
913404087600685058,Thu Sep 28 14:04:39 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913434605642043392,Thu Sep 28 16:05:55 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913443119210909697,Thu Sep 28 16:39:45 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913692810980839429,Fri Sep 29 09:11:56 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
899661350762369024,Mon Aug 21 15:55:55 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899661406794108932,Mon Aug 21 15:56:08 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899661463928938497,Mon Aug 21 15:56:22 +0000 2017,1,Who's watching the solar eclipse today?#SolarEclispe2017 #SolarEclipse #Eclipse11 #hydroaction #Hamptons #totalsolareclipse #wastewaterworks
899662640523378688,Mon Aug 21 16:01:03 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899663591367901185,Mon Aug 21 16:04:49 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899665546240831493,Mon Aug 21 16:12:35 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899666103642853376,Mon Aug 21 16:14:48 +0000 2017,0,"Bonnie Tyler and Bright Eyes finally get-it-on, although he's so damned ugly. #TotalEclipseoftheHeart #TotalEclipse #totalsolareclipse https://t.co/r8CQjkj2Eo"
899666485592944641,Mon Aug 21 16:16:19 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899666490294751232,Mon Aug 21 16:16:20 +0000 2017,1,ITS L̶I̶T̶ #totalsolareclipse
899666554211766278,Mon Aug 21 16:16:36 +0000 2017,1,-Everybody: Look!! The sun is about to be completely eclipsed -Taylor Swift: surprise!! Listen to my new single... #totalsolareclipse
899666733270581248,Mon Aug 21 16:17:18 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899666837721493505,Mon Aug 21 16:17:43 +0000 2017,1,I'm sooo excited to watch the live coverage of the total eclipse 👏🏾😁🌘 #totalsolareclipse #MondayFeels
899667373598363649,Mon Aug 21 16:19:51 +0000 2017,0,RT @SailorMoonOfici: #Eclipse #totalsolareclipse #Nehelenia #beware https://t.co/f88aGeGaMi
899667432465244160,Mon Aug 21 16:20:05 +0000 2017,1,RT @10NewsJason: 99 years since the last #TotalSolarEclipse in the US and we can't even look at it. Life is cruel.
899667617954373633,Mon Aug 21 16:20:49 +0000 2017,1,"RT @DeptofDefense: A #totalsolareclipse is happening today. It'll be a sight to behold, but don’t look directly at it! 😎 https://t.co/nLqo4…"
899668124294840321,Mon Aug 21 16:22:50 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899668525559578625,Mon Aug 21 16:24:26 +0000 2017,1,Happy Total Eclipse Day!!  #SolarEclispe2017 #SolarEclipse #TotalEclipse #totalsolareclipse
899669054310502400,Mon Aug 21 16:26:32 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899669061906378752,Mon Aug 21 16:26:34 +0000 2017,0,"Šodien #TotalSolarEclipse. Kā vēsta BBC- 1.vieta ASV būs vīna meka Origona, ilgs līdz 2 min. Nākamā pēc 93 gadiem, baidos, to izlaidīšu :)"
899669192290578432,Mon Aug 21 16:27:05 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899669256832286721,Mon Aug 21 16:27:20 +0000 2017,0,โหยยยยเสียงแบคฮยอนนนนดีจังงงงฮือออลูกกกกก😢 #EXO #Eclipse #ThePowerofMusic #totalsolareclipse https://t.co/gUIwnwRdSK
899669357722165248,Mon Aug 21 16:27:44 +0000 2017,1,The solar eclipse is here! Don’t forget to use hashtag #TotalSolarEclipse for a chance to be featured on our FanFeed https://t.co/pvo6Rjmnsl https://t.co/zk4Vbs90Ba
899670119747596289,Mon Aug 21 16:30:46 +0000 2017,1,TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https://t.co/FF29kgO3so https://t.co/vaCHhhMZXQ
899671081006415872,Mon Aug 21 16:34:35 +0000 2017,1,RT @nbitty: Not worried about looking into the #totalsolareclipse because I'm always looking down
899671469080408064,Mon Aug 21 16:36:07 +0000 2017,1,bbcweather: Ready for the #totalsolareclipse #Eclipse2017? Get more facts on it BBC weather's Ben Rich #FacebookLi… https://t.co/4Gvz0XMuS4
910225622953316353,Tue Sep 19 19:34:34 +0000 2017,1,RT @padcaster: Didn't make it to the #TotalSolarEclipse? Check out our footage shot in totality on Padcaster VERSE. #mojo #iphone https://t…
910626069983760386,Wed Sep 20 22:05:48 +0000 2017,1,"#TotalSolarEclipse #SolarEclipse2017  Wasn't an ""Eclipse"" AT ALL! ANOTHER PLANET Crossed and covered the ☀️ disk!"
910810761714319361,Thu Sep 21 10:19:42 +0000 2017,0,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q
912286074793324544,Mon Sep 25 12:02:04 +0000 2017,1,RT @marieannbailey: Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/UAZbamLkgE https://t.co/ElVjVirX…
913403527195709440,Thu Sep 28 14:02:25 +0000 2017,1,"NASA : RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather… https://t.co/RioF4Swz1z) https://t.co/p0unET1Ovz"
913403662684352512,Thu Sep 28 14:02:58 +0000 2017,1,"RT NASA : RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weat… https://t.co/t7FBiZkhDy"
913417643973074945,Thu Sep 28 14:58:31 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913484412062453761,Thu Sep 28 19:23:50 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913667779928006656,Fri Sep 29 07:32:28 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
916163642445398016,Fri Oct 06 04:50:08 +0000 2017,0,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…
899661333251194883,Mon Aug 21 15:55:51 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899661447852040193,Mon Aug 21 15:56:18 +0000 2017,1,@realDonaldTrump is probably going to take credit for the #totalsolareclipse
899661555179991040,Mon Aug 21 15:56:44 +0000 2017,1,Countdown to Sunpocalypse: 17 min. #totalsolareclipse
899662688854446080,Mon Aug 21 16:01:14 +0000 2017,1,If you cannot make the live #totalsolareclipse @NASA has you covered with a live feed starting now https://t.co/ZeQ7oeRb3F
899663816014913536,Mon Aug 21 16:05:43 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899663873208459266,Mon Aug 21 16:05:56 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899664893128867840,Mon Aug 21 16:10:00 +0000 2017,1,RT @CBNNews: Today is the day! - #totalsolareclipse will you be able to watch it? https://t.co/QsFsQCLzXw
899664997483261954,Mon Aug 21 16:10:25 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899665424354291713,Mon Aug 21 16:12:06 +0000 2017,1,Are you ready for the #solareclipse ?   #eclipse2017 #totalsolareclipse  ( 📷 : @smoontastic ) https://t.co/ICqEUw9VRf
899666075213811713,Mon Aug 21 16:14:41 +0000 2017,1,RT @SCEMD: Remember DON'T take pictures while driving a vehicle #SolarEclipse2017 #totalsolareclipse #Eclipse2017 @TrooperBob_SCHP
899666227660042242,Mon Aug 21 16:15:18 +0000 2017,1,Thank you @NASA for the live coverage of the #totalsolareclipse https://t.co/0MWtvZtUui #livestreaming #Eclipse
899666567444787201,Mon Aug 21 16:16:39 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899667112993607680,Mon Aug 21 16:18:49 +0000 2017,1,"The #totalsolareclipse party gets started at the Ochoco Reservoir, Principle, OR https://t.co/RBlaeqdCuC"
899668125070831618,Mon Aug 21 16:22:50 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899668842972053505,Mon Aug 21 16:25:41 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899668884915146752,Mon Aug 21 16:25:51 +0000 2017,1,Chicagoland blanketed in clouds  #SolarEclipse #totalsolareclipse
899669232648163329,Mon Aug 21 16:27:14 +0000 2017,1,"It's starting. #totalsolareclipse @ Rexburg, Idaho https://t.co/4NEX6DhRHw"
899670762034003968,Mon Aug 21 16:33:19 +0000 2017,1,The #eclipse is here! Will it reinvigorate national interest in #science and #nature? #TotalSolarEclipse https://t.co/mbsYYnscYr
899671365594226689,Mon Aug 21 16:35:43 +0000 2017,1,RT @ABC7: Here’s how to look for the shadow of the #totalsolareclipse (via @Accuweather) https://t.co/dErzxmXKsl #SolarEclipse2017 https://…
899671473337516032,Mon Aug 21 16:36:08 +0000 2017,1,RT @ReadyHarris: TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https:/…
910241617457451008,Tue Sep 19 20:38:07 +0000 2017,0,September Fury #TotalSolarEclipse #CentralAmerica #MexicoCityEarthquake - 2 #Earthquake in a week #HurricaneMaria - 4 #Hurricanes in a month
910267831484391424,Tue Sep 19 22:22:17 +0000 2017,1,RT @padcaster: SNEAK PEAK AT PADCASTER VERSE! Check out this video of the #TotalSolarEclipse shot in totality on Padcaster VERSE! https://t…
911814342936494080,Sun Sep 24 04:47:34 +0000 2017,1,"#Throwback to the last #TotalSolarEclipse of the 20th century 38 years ago (February 26, 1979) when I was 5 years... https://t.co/rICS0i1mp0"
913426766412288000,Thu Sep 28 15:34:46 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913455183614676994,Thu Sep 28 17:27:41 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913598085682561025,Fri Sep 29 02:55:32 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
916163085118746624,Fri Oct 06 04:47:55 +0000 2017,0,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…
916221485748051969,Fri Oct 06 08:39:59 +0000 2017,0,RT @lmariepersaud: Check me out in the #August  issue of #STEM magazine in Celebration of the #TotalSolarEclipse via @stemmagazine   #Art #…
916367969130831873,Fri Oct 06 18:22:03 +0000 2017,1,RT @AstroCamp: Pictured here is a detailed image of the Sun's corona taken during the 2008 #totalsolareclipse. #AstroCamp Credit: https://t…
899669400093048833,Mon Aug 21 16:27:54 +0000 2017,1,RT @JHubb93: Happy #TotalSolarEclipse day! #Eclipse2017 https://t.co/xlv1F0lzo6
899669987568357376,Mon Aug 21 16:30:14 +0000 2017,1,Ha every time they say #Totality take a drink it will make watching the #totalsolareclipse even more FUN! 😜🍺🍷🍸🍹🍾🌕🌖🌗🌘🌑🌒🌓🌔🌕
899670084184145921,Mon Aug 21 16:30:37 +0000 2017,1,"RT @DeptofDefense: A #totalsolareclipse is happening today. It'll be a sight to behold, but don’t look directly at it! 😎 https://t.co/nLqo4…"
899670400027828225,Mon Aug 21 16:31:53 +0000 2017,1,RT @jakeandamir: Any glasses are eclipse glasses if you're a BALLER!!! #totalsolareclipse #TrumpResign #gameofthrones #gameofthronesleak #g…
899670473327489024,Mon Aug 21 16:32:10 +0000 2017,1,Ready for the #totalsolareclipse #Eclipse2017? Get more facts on it BBC weather's Ben Rich #FacebookLive: https://t.co/kxHweJ3uwc  NP https://t.co/pa0ne7BAmZ
899670505569038336,Mon Aug 21 16:32:18 +0000 2017,1,RT @goodnet_org: #NASA's #Braille Book Lets the #Blind See a #TotalSolarEclipse: Click https://t.co/mvUrlOISxR #SolarEclipse #Science #Disa…
899670602902118400,Mon Aug 21 16:32:41 +0000 2017,0,"RT @clwillnc: 💡#SpotlightSong:  Total Eclipse of the Heart, by Bonnie Tyler  #TotalSolarEclipse #TotalSolarEclipse2017  🌕🌖🌗🌘🌑   https://t.c…"
899670628118220800,Mon Aug 21 16:32:47 +0000 2017,1,.NASA sends 2 aircraft to follow path of #totalsolareclipse AmericaNewsroom https://t.co/ZbFf9EcEKW foxnewsvideo  .NASA sends 2 aircraft t…
899670875947053056,Mon Aug 21 16:33:46 +0000 2017,1,RT @DylanLysen: About 500 Manhattan folk who made the trip to Highland for the total solar eclipse. #totalsolareclipse 🌎🌓🌞 https://t.co/ubW…
899671377053200385,Mon Aug 21 16:35:46 +0000 2017,0,RT @PLVerratti: https://t.co/Lyvtv6iywL  #totalsolareclipse   #Catholic
912271483954716672,Mon Sep 25 11:04:05 +0000 2017,0,RT @marieannbailey: Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/UAZbamLkgE https://t.co/ElVjVirX…
